0,-3.095536959553696,1,101111110101101111101111,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0.0,2126
1,-3.095536959553696,1,111001110111111111111001,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0.0,2126
2,-3.095536959553696,1,010011111011111111111101,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.0,2126
3,-2.9804741980474194,1,111011011111110101111111,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0.0,2456
4,-2.9797768479776847,1,101011111111011101111011,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0.0,2458
5,-2.9316596931659693,1,001111111111011111011100,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0.0,2596
6,-2.931659693165969,1,010011111111010111111011,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0.0,2596
7,-2.928870292887029,1,111101011110111111111001,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0.0,2604
8,-2.894700139470014,1,010011101011011111111111,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,2702
9,-2.894700139470014,1,010111101110111110111101,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0.0,2702
10,-2.8577405857740588,1,110111111110111100111001,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0.0,2808
11,-2.8577405857740588,1,111001111011110001111111,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0.0,2808
12,-2.8500697350069735,1,111101011110111101111101,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0.0,2830
13,-2.7280334728033475,1,111011111001011110111110,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0.0,3180
14,-2.6973500697350072,1,111010001111011100111111,0,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0.0,3268
15,-2.6973500697350072,1,111101111000111101111100,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0.0,3268
16,-2.6973500697350072,1,110111111110011100111100,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,-1,-1,0.0,3268
17,-2.697350069735007,1,111011111101011100111100,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,-1,-1,0.0,3268
18,-2.697350069735007,1,011001011111111111011010,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0.0,3268
19,-2.6443514644351462,1,010101101111010111111111,-1,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0.0,3420
20,-2.6171548117154813,1,011111011010101101111111,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0.0,3498
21,-2.5306834030683403,1,001101001111100111111111,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0.0,3746
22,-2.5306834030683403,1,000111111110111111010011,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0.0,3746
23,-2.525801952580195,1,101011101110111111010011,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0.0,3760
24,-2.5034867503486753,1,110011111111011000111001,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,-1,-1,0,0.0,3824
25,-2.4965132496513247,1,101011101111110011011111,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0.0,3844
26,-2.493723849372385,1,111011011011100001111111,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0.0,3852
27,-2.493723849372385,1,110111111010111100110101,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0.0,3852
28,-2.48884239888424,1,110001111101110101111011,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0.0,3866
29,-2.48884239888424,1,011101011110111111011001,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0.0,3866
30,-2.48884239888424,1,111011111101011101011001,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,0,0.0,3866
31,-2.48884239888424,1,010111111110001111011101,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0.0,3866
32,-2.4567642956764297,1,111111010110010110111011,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0.0,3958
33,-2.4567642956764297,1,001111111110111110110100,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0.0,3958
34,-2.4518828451882846,1,110101011110111100111101,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0.0,3972
35,-2.4149232914923293,1,111011101101111000111101,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0.0,4078
36,-2.377963737796374,1,111111001111011110011001,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,0.0,4184
37,-2.366806136680614,1,011111101110111000111111,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0.0,4216
38,-2.3410041841004183,1,111011011101110100111011,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0.0,4290
39,-2.3410041841004183,1,001111111110111101110001,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0.0,4290
40,-2.334728033472803,1,001111011011111111110101,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0.0,4308
41,-2.299860529986053,1,000111111110011110111100,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0.0,4408
42,-2.2580195258019526,1,110101010110101011111101,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,0,0.0,4528
43,-2.2210599721059974,1,101101011110101010011111,0,-1,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0.0,4634
44,-2.2210599721059974,1,110011111111110100110001,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,-1,0,0.0,4634
45,-2.221059972105997,1,010111111110001111011100,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,0.0,4634
46,-2.179218967921897,1,111011111111010100101101,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,0.0,4754
47,-2.170153417015342,1,011011110001111110111100,-1,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0.0,4780
48,-2.1694560669456067,1,011011111010011010111111,-1,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,0,0,0,0.0,4782
49,-2.1694560669456067,1,010111111111111100011001,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,0.0,4782
50,-2.1694560669456067,1,011011101101111101011101,-1,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0.0,4782
51,-2.091352859135286,1,000001111111111111010011,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0.0,5006
52,-2.0543933054393304,1,011011111000111110111100,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0.0,5112
53,-2.0543933054393304,1,011000111100111110111011,-1,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0.0,5112
54,-2.0543933054393304,1,001100111111010011111101,-1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0.0,5112
55,-2.0306834030683403,1,110111101010111001110001,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0.0,5180
56,-2.0306834030683403,1,111001011011111001011001,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0.0,5180
57,-1.9804741980474199,1,011011011100010110111111,-1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0.0,5324
58,-1.9379358437935839,1,011111111110011001110101,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,0.0,5446
59,-1.9016736401673646,1,110011001110111111110001,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0.0,5550
60,-1.8640167364016738,1,000011111111101000111101,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,0,0.0,5658
61,-1.8591352859135286,1,010111011111100000110111,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0.0,5672
62,-1.8591352859135286,1,000001111110101010111111,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0.0,5672
63,-1.8549511854951186,1,111101011001100101011111,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0.0,5684
64,-1.8410041841004183,1,011111101101110100011101,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,-1,0,0.0,5724
65,-1.8277545327754534,1,110010111111110100011011,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,0.0,5762
66,-1.8270571827057185,1,010011001110001111111011,-1,0,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0.0,5764
67,-1.8228730822873083,1,010011001111111110011101,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0.0,5776
68,-1.7900976290097632,1,011011011110001110011101,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,0,0.0,5870
69,-1.7900976290097628,1,101000111011110101111100,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,-1,0.0,5870
70,-1.7343096234309623,1,010011100011110110111110,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0.0,6030
71,-1.711297071129707,1,001111111100101100110101,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,-1,0,-1,0,0.0,6096
72,-1.711297071129707,1,110010101111001100110111,0,0,-1,-1,0,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,0.0,6096
73,-1.7064156206415622,1,111111111100010001011001,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0.0,6110
74,-1.6743375174337516,1,111010100110111100110101,0,0,0,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0.0,6202
75,-1.5983263598326363,1,011011011001111101110000,-1,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,0.0,6420
76,-1.598326359832636,1,010101110110111110011000,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0.0,6420
77,-1.5397489539748956,1,001010001111001111111011,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0.0,6588
78,-1.5244072524407253,1,010111001100001110111011,-1,0,-1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0.0,6632
79,-1.50278940027894,1,011111101101110111010000,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,-1,-1,-1,0.0,6694
80,-1.4518828451882846,1,011111010100111000111101,-1,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0.0,6840
81,-1.394700139470014,1,010011111111100001110001,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0.0,7004
82,-1.3947001394700138,1,010101111000011010111101,-1,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,-1,0,0.0,7004
